GEOSTAT_gr;GRD_ID;kolej;10km;15km;20km
8;1kmN3077E4942;;;;
117;1kmN3078E4942;;;;5
57;1kmN3079E4942;;;;
62;1kmN3080E4942;;;;
13;1kmN3081E4942;;;;1
8;1kmN3033E4943;;;;
22;1kmN3034E4943;;;;
543;1kmN3035E4943;;;;
215;1kmN3036E4943;;;;
37;1kmN3037E4943;;;;0
424;1kmN3038E4943;;;;5
897;1kmN3039E4943;;;;
156;1kmN3040E4943;;;;
447;1kmN3041E4943;;;;
357;1kmN3042E4943;;;0;
318;1kmN3043E4943;;;5;
81;1kmN3044E4943;;;;
71;1kmN3045E4943;;;;
180;1kmN3046E4943;;;;
174;1kmN3047E4943;;;;
7;1kmN3048E4943;;5;;3
136;1kmN3049E4943;;0;;3
600;1kmN3051E4943;;;;3
194;1kmN3052E4943;;;;
262;1kmN3053E4943;;;;
450;1kmN3054E4943;;;1;
848;1kmN3057E4943;1;;;
8647;1kmN3058E4943;1;;;
4915;1kmN3059E4943;1;;;
1017;1kmN3060E4943;1;;;3
1613;1kmN3061E4943;;;;3
2153;1kmN3062E4943;;;;3
350;1kmN3063E4943;;0;;3
1021;1kmN3064E4943;;0;;
145;1kmN3065E4943;;;;
112;1kmN3066E4943;;;;
257;1kmN3067E4943;;;;
506;1kmN3071E4943;;;;
30;1kmN3072E4943;;;;
15;1kmN3073E4943;;;5;
158;1kmN3074E4943;;;;
46;1kmN3075E4943;;;1;0
695;1kmN3076E4943;;;1;
877;1kmN3077E4943;;;;
1613;1kmN3078E4943;;;;5
283;1kmN3079E4943;;;;
191;1kmN3080E4943;;;;
24;1kmN3034E4944;;;;
540;1kmN3035E4944;;;;
151;1kmN3036E4944;;;;
200;1kmN3037E4944;;;;0
113;1kmN3038E4944;;;;5
317;1kmN3039E4944;;;;
466;1kmN3040E4944;;;;
1081;1kmN3041E4944;;;;
5;1kmN3042E4944;;;;
32;1kmN3043E4944;;;5;
94;1kmN3044E4944;;;0;
547;1kmN3045E4944;;;;
645;1kmN3046E4944;;;;3
51;1kmN3047E4944;;;;3
3;1kmN3049E4944;;0;;
128;1kmN3050E4944;;0;;
430;1kmN3051E4944;;0;;
526;1kmN3053E4944;;;1;
833;1kmN3054E4944;1;;1;
282;1kmN3055E4944;1;;;
6547;1kmN3057E4944;;;;
11802;1kmN3058E4944;1;;;
11246;1kmN3059E4944;;;;
4684;1kmN3060E4944;1;;;
6366;1kmN3061E4944;;0;;
7992;1kmN3062E4944;;1;;
36;1kmN3063E4944;;1;;3
12;1kmN3064E4944;;1;;3
8541;1kmN3065E4944;;1;;3
2776;1kmN3066E4944;;1;;
19;1kmN3067E4944;;1;;
482;1kmN3068E4944;;5;0;
196;1kmN3069E4944;;;0;
59;1kmN3071E4944;;;;
21;1kmN3073E4944;;;5;
14;1kmN3074E4944;;;;0
16;1kmN3075E4944;;;;0
119;1kmN3076E4944;;;1;
1299;1kmN3077E4944;;;1;
2557;1kmN3078E4944;;;;5
127;1kmN3079E4944;;;;
308;1kmN3080E4944;;;;
11;1kmN3084E4944;;;;
16;1kmN3085E4944;;;;
5;1kmN3033E4945;;;;
352;1kmN3034E4945;;;;
32;1kmN3035E4945;;;;
319;1kmN3036E4945;;;;
194;1kmN3037E4945;;;;
458;1kmN3038E4945;;;;5
744;1kmN3039E4945;;;;
327;1kmN3040E4945;;;;
643;1kmN3041E4945;;;;
990;1kmN3043E4945;;;5;
361;1kmN3044E4945;;;0;3
647;1kmN3045E4945;;;;3
152;1kmN3046E4945;;;;3
713;1kmN3048E4945;;5;;
144;1kmN3049E4945;;;;
778;1kmN3050E4945;;;;
175;1kmN3051E4945;;0;;
6;1kmN3052E4945;;0;;
168;1kmN3054E4945;1;;;
91;1kmN3055E4945;;;;
4780;1kmN3056E4945;;;;
11078;1kmN3057E4945;;;;
10235;1kmN3058E4945;1;;;
4436;1kmN3059E4945;1;0;;
278;1kmN3060E4945;1;1;;
168;1kmN3061E4945;1;1;;
1077;1kmN3062E4945;;1;;
132;1kmN3063E4945;;;;
295;1kmN3064E4945;;;;
2883;1kmN3065E4945;;;;3
2944;1kmN3066E4945;;;;3
6018;1kmN3067E4945;;;;3
110;1kmN3068E4945;;5;0;
831;1kmN3069E4945;;1;;
154;1kmN3070E4945;;1;;
219;1kmN3071E4945;;;;
201;1kmN3072E4945;;;;
202;1kmN3073E4945;;;5;
4950;1kmN3074E4945;;;;0
1620;1kmN3075E4945;;;;
331;1kmN3076E4945;;;;
289;1kmN3077E4945;;;1;
162;1kmN3079E4945;;;;
265;1kmN3080E4945;;;;
46;1kmN3084E4945;;;;
19;1kmN3085E4945;;;;
257;1kmN3033E4946;;;;
539;1kmN3034E4946;;;;
70;1kmN3035E4946;;;;
441;1kmN3036E4946;;;;
299;1kmN3037E4946;;;;
37;1kmN3038E4946;;;;5
79;1kmN3039E4946;;;;0
1638;1kmN3040E4946;;;;
1395;1kmN3041E4946;;;;
1412;1kmN3042E4946;;;;
709;1kmN3043E4946;;;5;3
1172;1kmN3044E4946;;;0;3
121;1kmN3045E4946;;;0;
46;1kmN3047E4946;;;;1
419;1kmN3048E4946;;5;;
162;1kmN3049E4946;;;;
790;1kmN3050E4946;;;;
227;1kmN3051E4946;;;;
3;1kmN3052E4946;;;1;
462;1kmN3054E4946;1;0;;
1489;1kmN3055E4946;;0;;
1075;1kmN3056E4946;;0;;
2439;1kmN3057E4946;;0;;
2291;1kmN3058E4946;;1;;
514;1kmN3059E4946;1;1;;
723;1kmN3060E4946;;1;;
6;1kmN3063E4946;;;;
240;1kmN3065E4946;;;;
989;1kmN3066E4946;;;;
1484;1kmN3067E4946;;;0;3
1067;1kmN3068E4946;;5;0;3
1096;1kmN3069E4946;;;;
32;1kmN3070E4946;;1;;
1095;1kmN3071E4946;;1;;
9;1kmN3072E4946;;1;;
137;1kmN3073E4946;;;5;0
5345;1kmN3074E4946;;;;0
1037;1kmN3075E4946;;;;
29;1kmN3076E4946;;;;
189;1kmN3077E4946;;;1;
26;1kmN3079E4946;;;;
52;1kmN3080E4946;;;;
35;1kmN3034E4947;;;;
81;1kmN3036E4947;;;;
526;1kmN3037E4947;;;;
32;1kmN3038E4947;;;;5
297;1kmN3039E4947;;;;0
750;1kmN3040E4947;;;;0
588;1kmN3041E4947;;;;3
416;1kmN3042E4947;;;;3
7;1kmN3043E4947;;;5;3
142;1kmN3044E4947;;;;
512;1kmN3045E4947;;;0;
85;1kmN3046E4947;;;0;1
224;1kmN3047E4947;;;;
77;1kmN3048E4947;;5;;
415;1kmN3050E4947;;;;
178;1kmN3051E4947;;;3;
571;1kmN3054E4947;1;;3;
410;1kmN3055E4947;;;3;
1507;1kmN3056E4947;;;3;
4241;1kmN3057E4947;;1;3;
5527;1kmN3058E4947;;1;3;
856;1kmN3059E4947;1;;3;
4117;1kmN3060E4947;;;3;
2956;1kmN3061E4947;1;;;
308;1kmN3062E4947;1;;;
892;1kmN3063E4947;;;;
23;1kmN3064E4947;;;;
105;1kmN3065E4947;;;;
105;1kmN3068E4947;;5;;3
165;1kmN3069E4947;;;;3
591;1kmN3071E4947;;;;
296;1kmN3072E4947;;1;;0
1065;1kmN3073E4947;;1;5;0
1503;1kmN3074E4947;;;;
3872;1kmN3075E4947;;;;
522;1kmN3076E4947;;;;
54;1kmN3077E4947;;;;
34;1kmN3079E4947;;;1;
3;1kmN3080E4947;;;;
268;1kmN3087E4947;;;;
28;1kmN3033E4948;;;;
171;1kmN3034E4948;;;;
24;1kmN3035E4948;;;;
41;1kmN3036E4948;;;;
997;1kmN3037E4948;;;;
135;1kmN3038E4948;;;;5
561;1kmN3039E4948;;;;5
351;1kmN3040E4948;;;;0
49;1kmN3041E4948;;;;3
17;1kmN3042E4948;;;;
9;1kmN3043E4948;;;5;
18;1kmN3044E4948;;;5;
307;1kmN3045E4948;;;;
288;1kmN3046E4948;;;0;1
143;1kmN3047E4948;;;0;
452;1kmN3048E4948;;;0;
150;1kmN3049E4948;;5;3;
745;1kmN3050E4948;;;3;
3117;1kmN3052E4948;1;;;
27;1kmN3053E4948;;;;
748;1kmN3054E4948;1;;;
2296;1kmN3055E4948;;;;
1023;1kmN3056E4948;;;;
313;1kmN3057E4948;;1;;
7477;1kmN3058E4948;;;;
1070;1kmN3059E4948;1;;;
775;1kmN3060E4948;1;;3;
3129;1kmN3061E4948;;;3;
49;1kmN3062E4948;1;;3;
11;1kmN3063E4948;1;;;
4465;1kmN3064E4948;;;0;
3769;1kmN3065E4948;;;0;
10423;1kmN3066E4948;;;0;
14;1kmN3067E4948;;5;;
88;1kmN3069E4948;;;;3
65;1kmN3070E4948;;;;3
298;1kmN3072E4948;;;5;0
305;1kmN3073E4948;;1;5;
4778;1kmN3074E4948;1;;;
7406;1kmN3075E4948;1;;;
1368;1kmN3076E4948;;;;
53;1kmN3077E4948;;;;
1484;1kmN3087E4948;;;;
20;1kmN3034E4949;;;;
60;1kmN3035E4949;;;;
313;1kmN3036E4949;;;;
5;1kmN3037E4949;;;;
196;1kmN3038E4949;;;;
288;1kmN3039E4949;;;;5
19;1kmN3040E4949;;;;3
656;1kmN3042E4949;;;;
24;1kmN3043E4949;;;;
33;1kmN3044E4949;;;5;
74;1kmN3045E4949;;;;1
30;1kmN3046E4949;;;;1
371;1kmN3048E4949;;;3;
446;1kmN3049E4949;;5;3;
571;1kmN3050E4949;;5;0;
3327;1kmN3051E4949;1;;1;
9789;1kmN3052E4949;1;;;
980;1kmN3053E4949;;;;
33;1kmN3054E4949;1;;;
3180;1kmN3055E4949;;;;
424;1kmN3056E4949;;1;;
4537;1kmN3058E4949;;;;
2226;1kmN3059E4949;;;;
6235;1kmN3060E4949;1;;;
1309;1kmN3061E4949;;;;
728;1kmN3062E4949;;;3;
24;1kmN3064E4949;;;3;
2175;1kmN3065E4949;;;;
3416;1kmN3066E4949;;5;;
104;1kmN3067E4949;;5;;
7;1kmN3068E4949;;;;
4188;1kmN3069E4949;;;;
1353;1kmN3070E4949;;;;3
189;1kmN3071E4949;;;;3
1806;1kmN3072E4949;;;5;0
4470;1kmN3073E4949;1;1;;
2193;1kmN3074E4949;1;1;;
2158;1kmN3075E4949;1;;;
341;1kmN3076E4949;1;;;
307;1kmN3087E4949;1;;;
34;1kmN3033E4950;;;;
2;1kmN3034E4950;;;;
241;1kmN3036E4950;;;;
289;1kmN3037E4950;;;;
11;1kmN3038E4950;;;;
90;1kmN3039E4950;;;;5
465;1kmN3040E4950;;;;3
838;1kmN3041E4950;;;;0
2190;1kmN3042E4950;;;;0
268;1kmN3043E4950;;;;
12;1kmN3044E4950;;;5;
19;1kmN3046E4950;;;3;
34;1kmN3047E4950;;;3;
71;1kmN3048E4950;;;;
210;1kmN3049E4950;;;;
11;1kmN3050E4950;;5;1;
115;1kmN3051E4950;;5;1;
4690;1kmN3052E4950;;;0;
1340;1kmN3053E4950;;;;4
394;1kmN3054E4950;1;;;4
3682;1kmN3055E4950;;;;4
6198;1kmN3056E4950;;1;;4
504;1kmN3057E4950;;;;4
160;1kmN3058E4950;;;;4
4685;1kmN3059E4950;;;;4
3510;1kmN3060E4950;1;;0;4
1594;1kmN3061E4950;;;0;4
699;1kmN3062E4950;;;0;4
4244;1kmN3063E4950;1;;0;4
2980;1kmN3064E4950;;;3;4
2638;1kmN3065E4950;;;3;
4;1kmN3066E4950;1;5;;
627;1kmN3067E4950;1;;;
1861;1kmN3068E4950;;;;
10314;1kmN3069E4950;;;;
2018;1kmN3070E4950;;;;0
177;1kmN3071E4950;;;;3
999;1kmN3072E4950;;;5;3
176;1kmN3073E4950;1;;;
2108;1kmN3075E4950;;;;
15;1kmN3076E4950;;;;
106;1kmN3080E4950;1;;1;
17;1kmN3087E4950;;;;
97;1kmN3033E4951;;;;
382;1kmN3034E4951;;;;
67;1kmN3035E4951;;;;
195;1kmN3037E4951;;;;
255;1kmN3038E4951;;;;3
69;1kmN3039E4951;;;;5
331;1kmN3040E4951;;;;5
405;1kmN3041E4951;;;;
5462;1kmN3042E4951;;;;0
1317;1kmN3043E4951;;;;0
228;1kmN3044E4951;;;;
355;1kmN3045E4951;;;5;1
346;1kmN3046E4951;;;3;
223;1kmN3047E4951;;;;
182;1kmN3048E4951;;;;
16;1kmN3049E4951;;;;
36;1kmN3050E4951;;;1;4
604;1kmN3051E4951;;5;;4
282;1kmN3052E4951;;5;0;4
1069;1kmN3054E4951;1;;0;
2855;1kmN3055E4951;;1;0;
4185;1kmN3056E4951;;1;0;
5502;1kmN3057E4951;;;0;
1436;1kmN3058E4951;;;0;
841;1kmN3059E4951;1;;0;
5142;1kmN3060E4951;1;;0;
6395;1kmN3061E4951;;;;
1932;1kmN3062E4951;;;;
3099;1kmN3063E4951;1;;;
3210;1kmN3064E4951;1;5;;4
745;1kmN3065E4951;1;5;3;4
7;1kmN3066E4951;1;5;3;4
28;1kmN3067E4951;1;;;
2024;1kmN3068E4951;1;;;
4755;1kmN3069E4951;1;;;0
3922;1kmN3070E4951;;;;0
190;1kmN3071E4951;;;5;
414;1kmN3073E4951;1;;;
1329;1kmN3074E4951;;1;;
36;1kmN3075E4951;;1;;
3215;1kmN3080E4951;;;1;
149;1kmN3081E4951;;;;
75;1kmN3086E4951;;;;
123;1kmN3087E4951;;;;
84;1kmN3033E4952;;;;
94;1kmN3034E4952;;;;
179;1kmN3035E4952;;;;
43;1kmN3036E4952;;;;
222;1kmN3037E4952;;;;
245;1kmN3038E4952;;;;3
79;1kmN3039E4952;;;;
343;1kmN3040E4952;;;;5
601;1kmN3041E4952;;;;
132;1kmN3042E4952;;;;
400;1kmN3043E4952;;;;0
468;1kmN3044E4952;;;3;0
442;1kmN3045E4952;;;5;1
154;1kmN3046E4952;;;5;
240;1kmN3047E4952;;;;
127;1kmN3048E4952;;;;4
2;1kmN3050E4952;;;1;4
134;1kmN3051E4952;;;;
908;1kmN3052E4952;;5;;
82;1kmN3053E4952;;5;;
231;1kmN3054E4952;1;3;;
7279;1kmN3055E4952;;3;;
1952;1kmN3056E4952;;3;;
4825;1kmN3057E4952;;3;;
233;1kmN3059E4952;1;3;;
2997;1kmN3060E4952;;;;
5119;1kmN3061E4952;;;;
2809;1kmN3062E4952;;;;
13474;1kmN3063E4952;;5;;
8148;1kmN3064E4952;1;5;;
4665;1kmN3065E4952;;;;
39;1kmN3066E4952;;;3;4
1;1kmN3067E4952;;;3;4
2791;1kmN3068E4952;;;;4
1730;1kmN3069E4952;1;;;0
4399;1kmN3070E4952;1;;5;
2409;1kmN3071E4952;1;;5;
407;1kmN3073E4952;1;;;3
1723;1kmN3074E4952;;;;
18;1kmN3075E4952;;1;;
469;1kmN3076E4952;;;;5
34;1kmN3077E4952;;;;5
1561;1kmN3080E4952;;;1;
174;1kmN3081E4952;;;;
6;1kmN3086E4952;;;;
830;1kmN3087E4952;;;;
7;1kmN3035E4953;;;;
39;1kmN3036E4953;;;;
361;1kmN3037E4953;;;;3
23;1kmN3038E4953;;;;3
816;1kmN3039E4953;;;;
3227;1kmN3040E4953;;;;5
2796;1kmN3041E4953;;;;5
795;1kmN3042E4953;;;;
996;1kmN3043E4953;;;3;
1084;1kmN3044E4953;;;3;
380;1kmN3045E4953;;;;1
348;1kmN3046E4953;;;5;0
72;1kmN3047E4953;;;5;4
83;1kmN3052E4953;;3;;
313;1kmN3053E4953;;5;;
1204;1kmN3054E4953;1;5;;
6217;1kmN3055E4953;;5;;
5971;1kmN3056E4953;;;;
102;1kmN3057E4953;;;;
1580;1kmN3058E4953;1;;;
1231;1kmN3059E4953;1;3;;
6303;1kmN3060E4953;;3;;
590;1kmN3061E4953;;5;;
99;1kmN3062E4953;;5;;
2379;1kmN3063E4953;;5;;
8828;1kmN3064E4953;1;;;
9807;1kmN3065E4953;;;;
116;1kmN3066E4953;;;;0
14;1kmN3067E4953;;;3;0
3;1kmN3070E4953;;;5;4
95;1kmN3071E4953;1;;;
402;1kmN3072E4953;1;;;
1498;1kmN3073E4953;;;;3
769;1kmN3074E4953;;;;3
954;1kmN3075E4953;;1;;
1033;1kmN3076E4953;;;;5
54;1kmN3077E4953;;;;
72;1kmN3079E4953;;;;
289;1kmN3080E4953;;;1;
332;1kmN3081E4953;;;;
6;1kmN3082E4953;;;;
135;1kmN3086E4953;;;;
471;1kmN3087E4953;;;;
201;1kmN3036E4954;;;;
942;1kmN3037E4954;;;;3
190;1kmN3038E4954;;;;
433;1kmN3039E4954;;;;
530;1kmN3040E4954;;;;
113;1kmN3041E4954;;;;5
944;1kmN3043E4954;;;3;
4941;1kmN3044E4954;;;;
904;1kmN3045E4954;;;;4
1336;1kmN3046E4954;;;;4
105;1kmN3047E4954;;;5;4
352;1kmN3052E4954;;;;
1399;1kmN3053E4954;;;;
4686;1kmN3054E4954;1;;;
482;1kmN3055E4954;;5;;
1974;1kmN3056E4954;;5;;
2856;1kmN3057E4954;;5;;
8925;1kmN3058E4954;1;5;;
5800;1kmN3059E4954;;5;;
8526;1kmN3060E4954;;5;;
4700;1kmN3061E4954;;5;;
721;1kmN3062E4954;;3;;
838;1kmN3063E4954;;;;
13272;1kmN3064E4954;1;;;0
15572;1kmN3065E4954;;;;0
1264;1kmN3066E4954;;;;0
10;1kmN3067E4954;;;;
1828;1kmN3068E4954;;;3;
71;1kmN3069E4954;;;5;
624;1kmN3071E4954;;;;4
320;1kmN3072E4954;;;;
71;1kmN3073E4954;;;;
289;1kmN3074E4954;;;;3
1712;1kmN3075E4954;;1;;5
156;1kmN3076E4954;;;;5
77;1kmN3079E4954;;;;
896;1kmN3080E4954;;;1;
61;1kmN3081E4954;;;;
5;1kmN3082E4954;;;;
19;1kmN3086E4954;;;;
282;1kmN3087E4954;;;;
128;1kmN3036E4955;;;;3
383;1kmN3037E4955;;;;3
23;1kmN3038E4955;;;;
353;1kmN3039E4955;;;;
1159;1kmN3040E4955;;;;
433;1kmN3041E4955;;;;5
11;1kmN3042E4955;;;3;5
1906;1kmN3043E4955;;;;
7970;1kmN3044E4955;;;;4
3919;1kmN3045E4955;;;;4
348;1kmN3046E4955;;;;
231;1kmN3047E4955;;;5;
31;1kmN3048E4955;;3;5;0
712;1kmN3051E4955;;;;0
46;1kmN3052E4955;;;;0
70;1kmN3053E4955;;;;
1620;1kmN3054E4955;1;;4;
3;1kmN3055E4955;;1;4;
5793;1kmN3056E4955;;;4;
3351;1kmN3057E4955;1;;4;
8522;1kmN3058E4955;1;;4;
6896;1kmN3059E4955;;;4;
2800;1kmN3060E4955;;;4;0
2335;1kmN3061E4955;;;4;0
6340;1kmN3062E4955;;3;4;0
5288;1kmN3063E4955;;3;4;0
4830;1kmN3064E4955;1;;;0
1724;1kmN3065E4955;;;;
72;1kmN3066E4955;;;;
2117;1kmN3067E4955;;;;
6233;1kmN3068E4955;;;5;
7970;1kmN3069E4955;;;5;
965;1kmN3070E4955;;;;
1082;1kmN3071E4955;;;;4
917;1kmN3072E4955;;;;4
9;1kmN3073E4955;;;;
22;1kmN3074E4955;;;;5
14;1kmN3075E4955;;1;;5
42;1kmN3076E4955;;;;
49;1kmN3087E4955;;;;
8;1kmN3088E4955;;;;
106;1kmN3037E4956;;;;
24;1kmN3038E4956;;;;
283;1kmN3039E4956;;;;
396;1kmN3040E4956;;;;
8;1kmN3041E4956;;;3;
16;1kmN3042E4956;;;3;5
330;1kmN3043E4956;;;;5
1745;1kmN3044E4956;;;;4
1496;1kmN3045E4956;;;;1
845;1kmN3046E4956;;;;
1021;1kmN3047E4956;;3;;
57;1kmN3048E4956;;3;;
12;1kmN3050E4956;;;5;
2415;1kmN3051E4956;;;4;
83;1kmN3054E4956;1;;4;0
6552;1kmN3055E4956;;1;;0
10506;1kmN3056E4956;;;;0
3420;1kmN3057E4956;1;;;0
9992;1kmN3058E4956;1;;;0
12295;1kmN3059E4956;1;;;0
13902;1kmN3060E4956;;;;0
2293;1kmN3061E4956;1;;;
180;1kmN3062E4956;1;;;
258;1kmN3063E4956;1;3;4;
203;1kmN3064E4956;1;3;4;
1201;1kmN3067E4956;;;5;
748;1kmN3068E4956;;;5;
6827;1kmN3069E4956;;;3;
6271;1kmN3070E4956;;;;
17;1kmN3072E4956;;;;4
20;1kmN3076E4956;;;;
56;1kmN3034E4957;;;;
3;1kmN3038E4957;;;;
5;1kmN3039E4957;;;;
41;1kmN3040E4957;;;;
21;1kmN3041E4957;;;3;
60;1kmN3042E4957;;;;4
82;1kmN3043E4957;;;;5
308;1kmN3044E4957;;;;
127;1kmN3045E4957;;;;1
614;1kmN3046E4957;;3;;
487;1kmN3047E4957;;3;;
66;1kmN3048E4957;;;;
1141;1kmN3051E4957;;;5;
1169;1kmN3052E4957;;;5;
280;1kmN3055E4957;;1;;
941;1kmN3056E4957;1;1;;
7287;1kmN3057E4957;1;;;
10326;1kmN3058E4957;;;;
8306;1kmN3059E4957;1;;;
440;1kmN3061E4957;1;;;
629;1kmN3062E4957;;;;
31;1kmN3063E4957;;;;
1660;1kmN3064E4957;;3;5;
418;1kmN3065E4957;;;5;
2009;1kmN3067E4957;;;4;
898;1kmN3068E4957;;;;
207;1kmN3069E4957;;;3;
1117;1kmN3070E4957;;;3;
164;1kmN3071E4957;;;;
153;1kmN3072E4957;;;;
484;1kmN3076E4957;;;;
32;1kmN3077E4957;;;;
5;1kmN3078E4957;;;;
368;1kmN3079E4957;;;;
46;1kmN3081E4957;;;;
9;1kmN3083E4957;;;;
7;1kmN3034E4958;1;;;
75;1kmN3041E4958;;;3;
277;1kmN3042E4958;;;;4
190;1kmN3043E4958;;;;5
17;1kmN3044E4958;;;;5
315;1kmN3045E4958;;;;1
379;1kmN3046E4958;;3;;
831;1kmN3047E4958;;;;
113;1kmN3048E4958;1;;4;
175;1kmN3049E4958;1;;4;
691;1kmN3050E4958;;;4;
3186;1kmN3051E4958;;;1;
5927;1kmN3052E4958;;;5;
121;1kmN3053E4958;1;;5;
5570;1kmN3055E4958;;;5;
2376;1kmN3056E4958;1;1;;
5934;1kmN3057E4958;;;;
6136;1kmN3058E4958;;;;
2128;1kmN3059E4958;;;;
3856;1kmN3060E4958;1;;;
682;1kmN3061E4958;1;;5;
931;1kmN3062E4958;;;5;
130;1kmN3064E4958;;3;5;
2613;1kmN3065E4958;;3;;
115;1kmN3066E4958;;;;
4854;1kmN3067E4958;;;4;
799;1kmN3068E4958;;;4;
172;1kmN3069E4958;;;;
270;1kmN3070E4958;;;3;
183;1kmN3071E4958;;;;
155;1kmN3072E4958;;;;5
176;1kmN3074E4958;;1;;4
172;1kmN3075E4958;;;;4
324;1kmN3076E4958;;;;
38;1kmN3079E4958;;;1;
39;1kmN3080E4958;;;1;
145;1kmN3082E4958;;;;
12;1kmN3086E4958;;;;
63;1kmN3034E4959;;;;
46;1kmN3037E4959;1;;;
515;1kmN3038E4959;1;;;
212;1kmN3039E4959;1;;;
59;1kmN3040E4959;;;;
498;1kmN3041E4959;;;3;4
768;1kmN3042E4959;;;;4
18;1kmN3043E4959;;;;
308;1kmN3045E4959;1;;;5
1549;1kmN3046E4959;1;3;;5
1006;1kmN3047E4959;1;;4;
1319;1kmN3048E4959;1;;4;
3940;1kmN3049E4959;1;;;
4629;1kmN3050E4959;1;;;
11601;1kmN3051E4959;1;;1;
3469;1kmN3052E4959;1;;;
1528;1kmN3053E4959;1;;;
156;1kmN3054E4959;;;;
4309;1kmN3055E4959;;;5;
5037;1kmN3056E4959;1;1;5;
11489;1kmN3057E4959;;1;5;
106;1kmN3059E4959;;;5;
790;1kmN3060E4959;;;5;
1380;1kmN3062E4959;;;;
833;1kmN3063E4959;;;;
21;1kmN3064E4959;;;;
1001;1kmN3065E4959;;3;;
4442;1kmN3067E4959;;;;
9;1kmN3068E4959;;;4;
476;1kmN3069E4959;;;4;
837;1kmN3070E4959;;;3;
262;1kmN3071E4959;;;;5
45;1kmN3074E4959;;1;;
168;1kmN3075E4959;;;;4
631;1kmN3076E4959;;;;
65;1kmN3077E4959;;;;
35;1kmN3078E4959;;;;
99;1kmN3079E4959;;;1;
138;1kmN3080E4959;;;;
39;1kmN3086E4959;;;;
20;1kmN3034E4960;;;;
9;1kmN3037E4960;;;;
3397;1kmN3038E4960;;;;
7986;1kmN3039E4960;1;;;
2825;1kmN3040E4960;1;;3;
5530;1kmN3041E4960;1;;3;4
